,popularity
76299,16
76300,72
76301,17
76302,70
76303,17
76304,76
76305,17
76306,81
76307,5
76308,68
76309,7
76310,71
76311,6
76312,70
76313,18
76314,76
76315,8
76316,67
76317,7
76318,71
76319,8
76320,75
76321,5
76322,74
76323,6
76324,72
76325,6
76326,75
76327,3
76328,71
76329,17
76330,70
76331,7
76332,71
76333,7
76334,72
76335,8
76336,74
76337,9
76338,77
76339,8
76340,73
76341,8
76342,75
76343,7
76344,70
76345,4
76346,78
76347,8
76348,69
76349,8
76350,69
76351,9
76352,70
76353,9
76354,69
76355,8
76356,80
76357,9
76358,70
76359,7
76360,74
76361,5
76362,72
76363,4
76364,77
76365,8
76366,67
76367,9
76368,71
76369,9
76370,75
76371,7
76372,76
76373,4
76374,69
76375,8
76376,72
76377,8
76378,76
76379,7
76380,78
76381,8
76382,79
76383,5
76384,77
76385,8
76386,67
76387,7
76388,70
76389,7
76390,73
76391,7
76392,82
76393,6
76394,70
76395,8
76396,74
76397,32
76398,75
76399,34
76400,81
76401,33
76402,75
76403,22
76404,89
76405,25
76406,92
76408,79
76409,24
76410,74
76411,25
76412,74
76414,75
76415,25
76416,80
76417,30
76418,77
76419,29
76420,76
76421,21
76422,74
76423,16
76424,77
76425,28
76426,74
76427,20
76428,76
76429,25
76430,75
76431,16
76432,74
76433,25
76434,82
76435,31
76436,77
76437,19
76438,74
76439,30
76440,88
76441,30
76442,74
76443,22
76444,86
76445,22
76446,83
76447,11
76448,89
76449,22
76450,76
76451,25
76452,83
76453,23
76454,78
76455,22
76456,77
76457,22
76458,72
76459,22
76460,81
76461,22
76462,82
76463,24
76464,72
76465,23
76466,73
76467,24
76468,75
76469,23
76470,74
76471,22
76472,76
76473,22
76474,73
76475,23
76476,81
76477,27
76478,79
76479,23
76480,73
76481,14
76482,77
76483,30
76484,72
76485,17
76486,70
76487,30
76488,91
76489,15
76490,78
76491,20
76492,74
76493,20
76494,74
76495,21
76496,75
76497,21
76498,79
76499,21
76500,73
76501,22
76502,74
76503,22
76504,79
76505,29
76506,76
76507,29
76508,74
76509,21
76510,72
76511,21
76512,70
76513,24
76514,73
76515,15
76516,76
76518,73
76519,24
76520,76
76521,22
76522,80
76523,21
76524,70
76525,21
76526,80
76527,30
76528,81
76529,22
76530,75
76531,21
76532,75
76533,21
76534,76
76535,23
76536,76
76537,19
76538,79
76539,19
76540,80
76541,20
76542,74
76543,18
76544,81
76545,29
76546,90
76547,29
76548,72
76549,19
76550,86
76551,12
76552,80
76553,23
76554,77
76555,22
76556,73
76557,23
76558,80
76559,22
76560,82
76561,13
76562,75
76563,23
76564,75
76565,12
76566,77
76567,29
76568,82
76569,28
76570,71
76571,21
76572,76
76573,19
76574,76
76575,19
76576,77
76577,20
76578,90
76579,21
76580,76
76581,20
76582,80
76583,21
76584,76
76585,21
76586,73
76587,21
76588,73
76589,21
76590,72
76591,28
76592,75
76593,20
76594,75
76595,13
76597,8
76599,8
76601,9
76603,7
76605,7
76607,7
76609,7
76611,7
76613,7
76615,8
76617,7
76619,7
76621,6
76623,6
76625,7
76627,7
76629,6
76631,7
76633,6
76635,7
76637,8
76639,8
76641,7
76643,6
76645,6
76647,7
76649,8
76651,7
76653,6
76655,6
76657,7
76659,6
76661,6
76663,8
76665,9
76667,7
76669,6
76671,6
76673,8
76675,6
76677,6
76679,8
76681,7
76683,8
76685,7
76687,6
76689,6
76691,7
76693,6
76695,8
76697,8
76699,7
76701,7
76703,7
76705,6
76707,7
76709,7
76711,7
76713,4
76719,0
76721,1
76723,0
76725,0
76727,0
76731,0
76733,0
76737,0
76741,0
76745,0
76749,0
76751,0
76755,0
76763,0
76765,0
76769,0
76775,6
76779,0
76785,5
76789,0
76791,0
83099,0
83101,0
83103,0
83105,0
83107,0
83109,0
83111,0
83113,0
83115,0
83117,0
83119,0
83121,0
83123,4
83125,0
83127,0
83129,0
83131,0
83133,0
83135,0
83137,0
83139,0
83141,0
83143,0
83145,0
83147,0
83149,0
83151,0
83153,0
83155,0
83157,0
83159,0
83161,0
83163,0
83165,0
83167,0
89883,4
89887,3
89889,0
89891,0
89893,0
89897,0
89903,0
89907,0
89911,0
89913,0
89915,0
89917,0
89923,0
89925,0
89927,0
89931,0
89937,0
89941,0
89943,1
89945,0
89947,0
89949,0
89951,0
89953,0
89955,0
89959,0
89961,0
89963,0
89969,0
89973,0
89979,0
89983,0
89985,0
89987,0
89989,0
89991,0
89993,3
89995,0
89997,0
89999,1
90001,0
90003,0
90007,4
90011,0
90017,0
90019,0
90023,0
90025,0
90027,0
90029,0
90035,0
90037,0
90039,0
90041,2
90045,0
90047,0
90057,0
90059,0
90063,5
90065,0
90073,0
90077,1
90079,1
90083,0
90087,0
90089,7
90095,12
90097,11
90099,0
90103,9
90105,0
90107,6
90111,0
90115,0
90119,0
90121,0
90123,1
90125,0
90129,0
90131,0
90133,0
90135,1
90143,0
90145,2
90147,0
90151,0
90169,0
90175,0
90177,0
90385,0
90389,0
90391,0
90393,3
90397,5
90405,0
90409,0
90429,0
90431,0
90433,0
90447,0
90449,0
90451,0
90453,5
90465,0
90479,0
90481,2
90485,9
90489,0
90491,1
90493,1
90495,0
90499,0
90501,0
90511,0
90513,1
90515,0
90517,0
90519,0
90525,0
90527,0
90529,0
90531,0
90533,1
90537,0
90541,0
90553,1
90557,0
90559,2
90561,0
90563,0
90565,12
90567,5
90569,0
90573,0
90575,0
90577,1
90579,2
90584,9
90586,6
90588,8
90590,0
90592,4
90596,3
90598,7
90600,7
90602,0
90604,1
90606,2
90608,7
90610,0
90612,3
90614,6
90616,11
90618,5
90620,2
90622,0
90624,1
90626,3
90628,2
90632,4
90634,3
90636,0
90638,0
90640,0
90642,0
90644,0
90646,0
90648,0
90650,1
90652,1
90654,1
90656,0
90658,0
90660,0
90662,0
90664,0
90666,0
90668,0
90670,0
90672,0
90674,0
90676,0
90678,0
90680,0
90682,0
90684,0
90686,0
90688,0
90690,0
90692,0
90694,0
90696,0
90698,0
90700,0
90702,0
90704,0
90706,0
90708,2
90710,0
90712,0
90714,0
90716,1
90718,0
90720,0
90722,1
90724,1
90726,0
90728,0
90730,0
90732,0
90734,0
90736,0
90738,0
90740,1
90742,1
90744,0
90746,0
90748,0
90750,0
90752,0
90754,0
90756,0
90758,0
90760,0
90762,0
90764,0
90766,3
90776,3
90778,2
90780,0
90795,0
90797,0
90799,0
90805,0
90811,0
90813,0
90815,0
90817,0
90821,0
90825,0
90827,0
90831,2
90835,1
90837,0
90839,0
90845,0
90847,0
90849,0
90859,0
90861,0
90863,0
90867,0
90871,3
90873,0
90877,0
90885,0
90887,0
90893,5
90895,0
90897,0
90899,0
90901,0
90905,0
90909,0
90911,0
90913,0
90915,0
90917,0
90921,7
90923,0
90925,3
90927,0
90929,0
90931,0
90933,0
90935,0
90937,0
90939,0
90941,7
90943,4
90945,5
90947,0
90951,0
90953,0
90955,0
90957,0
90959,0
90961,2
90963,0
90965,0
90967,0
90969,0
90971,0
90973,0
90977,0
90979,0
90981,0
90983,0
90985,0
90989,0
90991,0
90995,0
90997,0
91001,0
91003,0
91005,0
91007,0
91009,0
91013,0
91015,0
91017,0
91019,0
91021,0
91025,0
91027,0
91029,0
91033,0
91035,0
91037,0
91039,0
91041,0
91043,0
91045,0
91047,0
91049,0
91051,0
91053,0
91055,0
91057,0
91059,0
91061,0
91063,0
91067,0
91071,0
91073,0
91077,0
91079,0
91081,0
91083,0
91085,0
91087,0
91097,12
91099,0
91101,0
91107,0
91113,3
91115,0
91117,0
91119,0
91123,0
91125,2
91127,0
91133,0
91139,0
91149,6
91159,10
91161,0
91163,0
91165,0
91167,0
91169,4
91175,0
91177,8
91179,0
91183,0
91185,0
91187,0
91189,0
91191,0
91195,0
91201,0
91203,0
91205,0
91207,0
91211,0
91213,0
91219,0
91221,0
91223,0
91225,2
91229,0
91231,0
91233,0
91235,0
91237,0
91239,0
91243,0
91247,0
91249,0
91251,0
91253,0
91255,0
91259,0
91265,0
91269,0
91277,0
91279,0
91281,0
91285,0
91289,0
91293,1
91295,0
91297,0
91299,0
91301,0
91307,0
91309,0
91311,0
91313,0
91315,0
91317,0
91319,0
91323,3
91325,0
91329,0
91331,0
91333,0
91335,0
91337,0
91339,0
91341,0
91343,0
91345,0
91347,0
91349,0
91351,3
91353,9
91355,4
91357,0
91359,4
91361,0
91363,10
91365,0
91367,0
91369,0
91371,0
91373,0
91375,0
91377,8
91379,2
91381,5
91387,0
91389,4
91391,0
91395,3
91399,0
91403,3
91411,0
91417,0
91421,0
91423,0
91433,1
91435,0
91437,0
91439,0
91443,0
91447,0
91453,0
91457,0
91459,0
91461,0
91465,0
91467,0
91469,0
91471,0
91473,0
91475,0
91477,0
91481,0
91483,0
91485,1
91487,0
91489,0
91493,2
91495,3
91503,2
91505,1
91507,2
91509,1
91511,1
91513,1
91515,2
91517,2
91519,0
91521,0
91523,1
91525,0
91527,0
91529,0
91531,0
91533,0
91535,0
91537,0
91539,0
91541,0
91543,0
91545,0
91547,0
91549,0
91551,0
91553,0
91555,0
91557,0
91559,0
91561,0
91563,0
91565,0
91567,0
91579,0
91581,0
91583,2
91585,1
91587,1
91589,0
91591,0
91593,0
91595,0
91597,0
91601,0
91603,0
91605,0
91607,0
91617,0
91623,0
91625,0
91629,0
91631,0
91635,0
91637,0
91639,0
91641,0
91643,0
91645,0
91651,0
91655,0
91659,1
91661,0
91665,0
91667,0
91673,6
91675,0
91679,0
91681,0
91685,0
91691,0
91693,0
91695,0
91697,1
91699,0
91701,0
91709,0
91711,0
91717,0
91719,0
91723,0
91725,0
91727,0
91729,2
91731,0
91733,0
91735,0
91737,0
91739,0
91741,0
91743,0
91781,1
91782,57
91783,0
91784,75
91785,0
91786,62
91787,0
91788,54
91789,0
91790,61
91791,0
91792,52
91793,3
91794,60
91795,0
91796,59
91797,0
91798,54
91799,0
91800,56
91801,0
91802,59
91803,0
91804,52
91805,1
91806,72
91807,0
91808,53
91809,0
91810,61
91811,0
91812,57
91813,1
91814,55
91815,0
91816,62
91817,0
91818,54
91819,0
91820,55
91821,2
91822,53
91823,0
91824,65
91825,0
91826,53
91827,1
91828,56
91829,0
91830,56
91831,0
91832,52
91833,8
91834,53
91835,7
91836,53
91837,23
91838,58
91839,14
91840,53
91841,0
91842,52
91843,7
91844,56
91845,7
91846,54
91847,7
91848,53
91849,5
91850,60
91851,25
91852,56
91853,8
91854,59
91855,0
91856,66
91857,0
91858,52
91859,0
91860,56
91861,0
91862,53
91863,0
91864,57
91865,0
91866,54
91867,0
91868,55
91869,0
91870,54
91871,0
91872,55
91873,0
91874,58
91875,0
91876,56
91877,0
91878,64
91879,0
91880,57
91881,0
91882,54
91883,0
91884,55
91885,0
91886,57
91887,0
91888,54
91889,0
91890,53
91891,0
91892,52
91893,0
91894,56
91895,0
91896,59
91897,0
91898,56
91899,0
91900,52
91901,0
91902,54
91903,0
91904,53
91905,0
91906,70
91907,0
91908,58
91909,0
91910,53
91911,0
91912,54
91913,0
91914,53
91915,0
91916,53
91917,0
91918,52
91919,0
91920,52
91921,0
91922,55
91923,0
91924,52
91925,0
91926,63
91927,0
91928,52
91929,0
91930,57
91931,0
91932,52
91933,0
91934,54
91935,0
91936,55
91937,0
91938,57
91939,0
91940,52
91941,0
91942,53
91943,0
91944,52
91945,0
91946,54
91947,0
91948,51
91949,0
91950,61
91951,0
91952,63
91953,0
91954,51
91955,0
91956,58
91957,18
91958,52
91959,0
91960,53
91961,0
91962,52
91963,0
91964,53
91965,0
91966,54
91967,0
91968,60
91969,2
91970,57
91971,0
91972,61
91973,0
91974,58
91975,0
91976,53
91977,0
91978,59
91979,8
91980,52
91981,0
91982,65
91983,0
91984,58
91985,0
91986,58
91987,0
91988,60
91989,2
91990,67
91991,0
91992,66
91993,0
91994,53
91995,0
91996,72
91997,1
91998,63
91999,0
92000,65
92001,0
92002,66
92003,0
92004,57
92005,1
92006,66
92007,3
92008,54
92009,1
92010,66
92011,1
92012,54
92013,0
92014,60
92015,1
92016,53
92017,0
92018,56
92019,2
92020,56
92021,1
92022,59
92023,1
92024,59
92025,1
92026,58
92027,1
92028,57
92029,1
92030,53
92031,1
92032,56
92033,4
92034,57
92035,1
92036,57
92037,0
92038,52
92039,1
92040,56
92041,1
92042,57
92043,0
92044,73
92045,0
92046,58
92047,0
92048,53
92049,0
92050,57
92051,0
92052,54
92053,0
92054,54
92055,0
92056,53
92057,0
92058,56
92059,1
92060,53
92061,0
92062,53
92063,1
92064,60
92065,0
92066,57
92067,0
92068,55
92069,0
92070,57
92071,0
92072,52
92073,0
92074,53
92075,0
92076,55
92077,0
92078,65
92079,0
92080,62
92081,0
92082,53
92083,0
92084,56
92085,0
92086,55
92087,0
92088,58
92089,0
92090,52
92091,0
92092,61
92093,0
92094,52
92095,0
92096,53
92097,0
92098,55
92099,0
92100,52
92101,0
92102,66
92103,0
92104,53
92105,0
92106,52
92107,0
92108,59
92109,0
92110,66
92111,0
92112,57
92113,0
92114,57
92115,0
92116,57
92117,0
92118,52
92119,0
92120,65
92121,0
92122,64
92123,0
92124,54
92125,0
92126,52
92127,0
92128,66
92129,0
92130,52
92131,0
92132,65
92133,0
92134,54
92135,0
92136,56
92137,0
92138,64
92139,0
92140,53
92141,0
92142,55
92143,0
92144,58
92145,0
92146,62
92147,0
92148,56
92149,0
92150,57
92151,0
92152,52
92153,0
92154,58
92155,0
92156,54
92157,0
92158,63
92159,0
92160,53
92161,0
92162,55
92163,0
92164,52
92165,5
92166,69
92167,0
92168,52
92169,1
92170,55
92171,0
92172,60
92173,1
92174,58
92175,0
92176,56
92177,0
92178,58
92179,0
92180,56
92181,0
92182,64
92183,0
92184,58
92185,0
92186,56
92187,1
92188,57
92189,2
92190,57
92191,1
92192,71
92193,0
92194,64
92195,3
92196,63
92197,2
92198,60
92199,2
92200,57
92201,1
92202,59
92203,1
92204,57
92205,5
92206,56
92207,3
92208,59
92209,2
92210,64
92211,2
92212,59
92213,0
92214,55
92215,0
92216,55
92217,1
92218,58
92219,5
92220,62
92221,6
92222,59
92223,5
92224,69
92226,60
92227,2
92228,60
92229,2
92230,55
92231,0
92232,63
92233,0
92234,56
92236,61
92237,0
92238,61
92239,0
92240,57
92241,0
92242,59
92243,0
92244,57
92245,1
92246,56
92247,0
92248,62
92249,0
92250,59
92251,0
92252,60
92253,3
92254,64
92255,0
92256,64
92257,0
92258,64
92260,64
92261,0
92262,54
92263,0
92264,63
92265,0
92266,55
92267,0
92268,66
92269,0
92270,56
92271,0
92272,69
92273,0
92274,54
92275,0
92276,61
92277,0
92278,56
92279,0
92280,67
92281,0
92282,65
92283,2
92284,54
92285,3
92286,54
92287,3
92288,58
92289,0
92290,56
92291,1
92292,75
92293,0
92294,65
92295,2
92296,56
92297,3
92298,62
92299,0
92300,64
92301,4
92302,55
92303,2
92304,54
92305,2
92306,60
92307,5
92308,64
92310,59
92311,0
92312,65
92313,3
92314,58
92315,7
92316,61
92317,0
92318,68
92319,3
92320,56
92321,0
92322,67
92323,2
92324,55
92325,1
92326,55
92327,2
92328,55
92329,3
92330,54
92331,2
92332,63
92333,0
92334,55
92335,1
92336,58
92337,0
92338,62
92339,2
92340,64
92341,5
92342,55
92343,1
92344,64
92345,1
92346,54
92347,0
92348,58
92349,0
92350,53
92351,0
92352,55
92353,1
92354,54
92355,0
92356,63
92357,6
92358,58
92359,0
92360,57
92361,0
92362,60
92364,58
92365,7
92366,59
92367,0
92368,54
92369,0
92370,55
92372,57
92373,0
92374,63
92375,0
92376,65
92377,3
92378,62
92379,0
92380,59
92381,3
92382,56
92383,0
92384,59
92385,0
92386,64
92387,0
92388,61
92389,0
92390,56
92391,0
92392,66
92393,0
92394,59
92395,0
92396,59
92397,4
92398,56
92399,0
92400,65
92401,0
92402,56
92403,0
92404,57
92405,0
92406,54
92407,10
92408,56
92409,0
92410,60
92412,56
92413,0
92414,57
92415,0
92416,63
92417,0
92418,56
92419,0
92420,63
92421,0
92422,58
92423,1
92424,56
92425,0
92426,65
92427,0
92428,59
92429,0
92430,56
92431,0
92432,59
92433,0
92434,60
92435,0
92436,67
92437,0
92438,56
92439,0
92440,58
92441,0
92442,58
92443,0
92444,59
92445,0
92446,63
92447,0
92448,59
92449,0
92450,64
92451,0
92452,65
92453,0
92454,63
92455,0
92456,56
92457,0
92458,64
92459,0
92460,59
92461,0
92462,55
92463,0
92464,57
92465,0
92466,64
92467,0
92468,55
92469,0
92470,59
92471,0
92472,66
92473,0
92474,60
92475,0
92476,61
92477,0
92478,57
92479,0
92480,56
92481,0
92482,56
92483,0
92484,55
92485,0
92486,55
92487,0
92488,55
92489,0
92490,61
92491,0
92492,61
92493,1
92494,54
92495,0
92496,60
92497,0
92498,62
92499,0
92500,57
92501,0
92502,57
92503,0
92504,60
92505,0
92506,58
92507,1
92508,57
92509,0
92510,60
92511,0
92512,63
92513,0
92514,57
92515,0
92516,56
92517,0
92518,66
92519,0
92520,57
92521,0
92522,64
92523,0
92524,59
92525,0
92526,60
92527,0
92528,64
92529,0
92530,61
92531,0
92532,69
92533,0
92534,57
92535,0
92536,65
92537,0
92538,60
92539,0
92540,58
92541,13
92542,55
92543,0
92544,63
92545,0
92546,67
92547,0
92548,57
92549,14
92550,63
92551,23
92552,55
92553,0
92554,54
92555,13
92556,62
92557,13
92558,58
92559,0
92560,70
92561,21
92562,59
92563,0
92564,59
92565,13
92566,55
92567,0
92568,58
92569,0
92570,65
92571,0
92572,56
92573,0
92574,54
92575,0
92576,63
92577,0
92578,64
92579,0
92580,59
92581,16
92582,57
92583,13
92584,59
92585,3
92586,63
92587,1
92588,57
92589,0
92590,68
92591,0
92592,60
92593,3
92594,57
92595,0
92596,62
92597,0
92598,56
92599,6
92600,60
92601,3
92602,57
92603,4
92604,64
92605,3
92606,56
92607,1
92608,63
92609,0
92610,65
92611,2
92612,68
92613,0
92614,67
92615,5
92616,65
92617,0
92618,57
92619,0
92620,63
92621,0
92622,57
92623,0
92624,57
92625,0
92626,60
92627,1
92628,60
92629,0
92630,60
92631,0
92632,56
92634,59
92635,4
92636,56
92637,0
92638,59
92639,0
92640,67
92641,0
92642,60
92643,0
92644,63
92645,0
92646,56
92647,0
92648,64
92649,0
92650,60
92651,1
92652,60
92653,0
92654,57
92655,0
92656,60
92657,0
92658,64
92659,0
92660,59
92661,0
92662,64
92663,0
92664,57
92665,0
92666,59
92667,0
92668,62
92669,0
92670,63
92671,0
92672,59
92673,0
92674,57
92675,3
92676,63
92677,0
92678,58
92679,0
92680,60
92681,3
92682,55
92683,0
92684,67
92685,0
92686,60
92687,0
92688,64
92689,0
92690,67
92691,1
92692,58
92693,0
92694,58
92695,0
92696,59
92697,0
92698,56
92699,0
92700,56
92701,0
92702,58
92703,0
92704,57
92705,0
92706,56
92707,0
92708,58
92709,0
92710,63
92711,0
92712,65
92713,0
92714,57
92715,0
92716,57
92717,12
92718,56
92719,0
92720,56
92721,0
92722,56
92723,0
92724,62
92725,0
92726,57
92727,1
92728,62
92729,0
92730,56
92731,0
92732,56
92733,1
92734,61
92735,2
92736,58
92737,0
92738,65
92739,0
92740,58
92741,9
92742,62
92743,0
92744,56
92745,0
92746,60
92747,2
92748,64
92749,0
92750,59
92751,1
92752,66
92753,0
92754,57
92755,0
92756,56
92757,0
92758,56
92759,0
92760,55
92761,0
92762,58
92764,57
92766,59
92767,0
92768,59
92769,0
92770,65
92771,3
92772,58
92773,11
92774,58
92775,0
92776,63
92777,4
92778,64
92779,0
92780,60
92781,0
92782,67
92783,2
92784,67
92785,3
92786,64
92787,3
92788,68
92789,2
92790,66
92791,3
92792,64
92793,2
92794,63
92795,3
92796,68
92797,2
92798,66
92799,3
92800,63
92801,3
92802,59
92803,3
92804,64
92805,3
92806,61
92807,3
92808,65
92809,4
92810,62
92811,3
92812,63
92813,2
92814,60
92815,3
92816,68
92817,4
92818,65
92819,3
92820,64
92821,3
92822,64
92823,3
92824,59
92825,3
92826,67
92827,3
92828,65
92829,3
92830,68
92831,3
92832,64
92833,3
92834,63
92835,3
92836,64
92837,3
92838,60
92839,2
92840,62
92841,3
92842,69
92843,2
92844,61
92845,3
92846,62
92847,3
92848,62
92849,3
92850,65
92851,3
92852,61
92853,4
92854,60
92855,3
92856,61
92857,2
92858,66
92859,3
92860,59
92861,3
92862,68
92863,3
92864,62
92865,3
92866,62
92867,2
92868,65
92869,3
92870,65
92871,3
92872,66
92873,3
92874,63
92875,3
92876,64
92877,3
92878,58
92879,3
92880,60
92881,2
92882,62
92883,3
92884,65
92885,3
92886,67
92887,4
92888,61
92889,8
92890,63
92891,0
92892,65
92893,0
92894,63
92895,0
92896,68
92897,0
92898,63
92899,0
92900,63
92901,0
92902,63
92903,0
92904,62
92905,0
92906,62
92907,0
92908,64
92909,0
92910,64
92911,0
92912,66
92913,0
92914,64
92915,0
92916,62
92917,0
92918,59
92919,0
92920,58
92921,0
92922,60
92923,0
92924,61
92925,0
92926,60
92927,0
92928,63
92929,0
92930,68
92931,0
92932,73
92933,0
92934,62
92935,0
92936,60
92937,0
92938,62
92939,2
92940,64
92941,5
92942,58
92943,0
92944,63
92945,1
92946,57
92947,0
92948,59
92949,0
92950,61
92951,0
92952,69
92953,0
92954,62
92955,0
92956,58
92957,2
92958,66
92959,0
92960,58
92961,0
92962,58
92963,0
92964,59
92965,0
92966,63
92967,0
92968,59
92969,0
92970,66
92971,12
92972,63
92973,1
92974,65
92975,0
92976,60
92977,0
92978,62
92979,1
92980,60
92981,0
92982,61
92983,0
92984,62
92985,0
92986,62
92987,0
92988,63
92989,0
92990,65
92991,0
92992,64
92993,0
92994,68
92995,0
92996,63
92997,0
92998,60
92999,0
93000,67
93001,0
93002,64
93003,0
93004,60
93006,61
93007,0
93008,61
93009,0
93010,64
93011,0
93012,63
93013,0
93014,60
93015,0
93016,61
93017,1
93018,63
93019,2
93020,60
93021,0
93022,60
93023,0
93024,71
93025,0
93026,61
93027,0
93028,62
93029,0
93030,66
93031,0
93032,65
93033,0
93034,61
93035,0
93036,73
93037,0
93038,59
93039,0
93040,71
93041,6
93042,64
93043,0
93044,63
93045,0
93046,63
93047,0
93048,61
93049,0
93050,64
93051,0
93052,61
93053,0
93054,61
93055,0
93056,62
93057,0
93058,75
93059,0
93060,66
93061,0
93062,67
93063,1
93064,72
93065,0
93066,63
93067,4
93068,67
93069,0
93070,65
93071,0
93072,64
93073,1
93074,70
93075,1
93076,64
93077,0
93078,61
93079,0
93080,67
93081,0
93082,64
93083,1
93084,62
93085,2
93086,70
93087,1
93088,61
93089,3
93090,61
93091,0
93092,64
93093,0
93094,73
93095,0
93096,61
93097,10
93098,64
93099,0
93100,62
93101,2
93102,64
93103,0
93104,62
93105,0
93106,65
93107,0
93108,67
93109,0
93110,60
93111,0
93112,63
93113,1
93114,60
93115,2
93116,65
93117,0
93118,65
93119,0
93120,62
93121,0
93122,60
93123,0
93124,59
93125,0
93126,65
93127,0
93128,59
93129,0
93130,64
93131,0
93132,65
93133,0
93134,63
93135,0
93136,60
93137,0
93138,58
93139,19
93140,64
93141,0
93142,68
93143,0
93144,62
93145,1
93146,63
93147,1
93148,62
93149,1
93150,65
93151,0
93152,63
93153,0
93154,63
93155,0
93156,66
93157,0
93158,62
93159,2
93160,61
93161,2
93162,61
93163,2
93164,66
93165,3
93166,63
93167,0
93168,68
93169,1
93170,68
93171,0
93172,60
93173,3
93174,64
93175,0
93176,64
93177,2
93178,62
93179,0
93180,59
93181,0
93182,67
93183,15
93184,64
93185,13
93186,70
93187,6
93188,73
93189,6
93190,70
93191,11
93192,71
93193,21
93194,66
93195,5
93196,71
93197,13
93198,66
93199,7
93200,68
93201,21
93202,64
93203,5
93204,70
93205,7
93206,64
93207,2
93208,67
93209,4
93210,66
93211,3
93212,63
93213,26
93214,71
93215,7
93216,64
93217,3
93218,77
93219,6
93220,66
93221,12
93222,65
93223,6
93224,67
93225,10
93226,73
93227,11
93228,64
93229,12
93230,66
93231,16
93232,70
93233,11
93234,75
93235,8
93236,68
93237,9
93238,67
93239,6
93240,65
93241,10
93242,66
93243,7
93244,67
93245,8
93246,66
93247,8
93248,69
93249,7
93250,74
93251,7
93252,68
93253,7
93254,65
93255,7
93256,63
93257,9
93258,67
93259,10
93260,66
93261,9
93262,68
93263,8
93264,63
93265,7
93266,65
93267,10
93268,73
93269,11
93270,65
93271,8
93272,72
93273,9
93274,64
93275,8
93276,75
93277,7
93278,67
93279,7
93280,70
93281,11
93282,66
93283,8
93284,67
93285,7
93286,65
93287,7
93288,63
93289,7
93290,67
93291,7
93292,68
93293,8
93294,69
93295,8
93296,67
93297,9
93298,64
93299,9
93300,67
93301,9
93302,67
93303,10
93304,75
93305,10
93306,68
93307,8
93308,66
93309,11
93310,64
93311,8
93312,82
93313,9
93314,68
93315,8
93316,69
93317,10
93318,71
93319,10
93320,69
93321,7
93322,66
93323,8
93324,64
93325,9
93326,69
